# X(m) Y(m) Z(m)
4.364357292652130127e-01 6.656090728938579559e-03 -4.728970825672149658e-01
4.370002746582031250e-01 5.537850782275199890e-03 -4.681934714317321777e-01
4.317196309566497803e-01 5.535836797207593918e-03 -4.578524231910705566e-01
4.233534336090087891e-01 9.377361275255680084e-03 -4.462376832962036133e-01
4.148271083831787109e-01 1.150288712233304977e-02 -4.461387693881988525e-01
4.148765206336975098e-01 1.189418602734804153e-02 -4.451194107532501221e-01
4.186675548553466797e-01 1.370039954781532288e-02 -4.408020377159118652e-01
4.151814281940460205e-01 1.843038201332092285e-02 -4.390738308429718018e-01
4.165857732295989990e-01 2.854254096746444702e-02 -4.350977838039398193e-01
4.266670644283294678e-01 2.417158335447311401e-02 -4.342531263828277588e-01
4.294053316116333008e-01 2.567127719521522522e-02 -4.316541850566864014e-01
4.408769309520721436e-01 2.719321101903915405e-02 -4.290001094341278076e-01
4.437680244445800781e-01 2.792706899344921112e-02 -4.293602406978607178e-01
4.433595836162567139e-01 2.853199280798435211e-02 -4.305778443813323975e-01
4.461933374404907227e-01 2.909307368099689484e-02 -4.304606914520263672e-01
4.483352601528167725e-01 2.868567034602165222e-02 -4.304561316967010498e-01
4.484853446483612061e-01 2.766063809394836426e-02 -4.306879639625549316e-01
4.498520195484161377e-01 2.728973701596260071e-02 -4.304626584053039551e-01
4.500367343425750732e-01 2.589976415038108826e-02 -4.300486147403717041e-01
4.496504664421081543e-01 2.571907266974449158e-02 -4.299904108047485352e-01
4.503288269042968750e-01 2.513426914811134338e-02 -4.299117922782897949e-01
4.500371515750885010e-01 2.426866441965103149e-02 -4.309389889240264893e-01
4.853111207485198975e-01 6.470311433076858521e-03 -4.276199042797088623e-01
5.015794634819030762e-01 -1.869832351803779602e-02 -4.750797748565673828e-01
4.926805794239044189e-01 -1.745716109871864319e-02 -5.201826691627502441e-01
4.847951531410217285e-01 2.812189422547817230e-02 -5.634338855743408203e-01
4.858352243900299072e-01 6.899019330739974976e-02 -5.699796080589294434e-01
4.818181693553924561e-01 9.083683788776397705e-02 -5.654872655868530273e-01
4.767587780952453613e-01 1.024528369307518005e-01 -5.606177449226379395e-01
4.694929122924804688e-01 1.074078828096389771e-01 -5.437229871749877930e-01
4.723114669322967529e-01 1.078427433967590332e-01 -5.369325280189514160e-01
4.680478870868682861e-01 1.076665967702865601e-01 -5.375896692276000977e-01
4.732268452644348145e-01 1.100008338689804077e-01 -5.348855257034301758e-01
4.710045158863067627e-01 1.090353429317474365e-01 -5.353366732597351074e-01
4.709631204605102539e-01 1.093935817480087280e-01 -5.374456644058227539e-01
4.706679284572601318e-01 1.089959070086479187e-01 -5.367898344993591309e-01
4.718812108039855957e-01 1.086569949984550476e-01 -5.355389118194580078e-01
4.724377393722534180e-01 1.085731089115142822e-01 -5.356695652008056641e-01
4.733334779739379883e-01 1.080913692712783813e-01 -5.347230434417724609e-01
4.750908017158508301e-01 1.080696582794189453e-01 -5.347109436988830566e-01
4.737735390663146973e-01 1.083456873893737793e-01 -5.350099802017211914e-01
4.740150570869445801e-01 1.083995103836059570e-01 -5.334656238555908203e-01
4.744087755680084229e-01 1.086726337671279907e-01 -5.318971872329711914e-01
4.722908139228820801e-01 8.657783269882202148e-02 -5.006422996520996094e-01
4.655693173408508301e-01 7.614185661077499390e-02 -4.729108512401580811e-01
4.284023940563201904e-01 9.167840331792831421e-02 -4.199501276016235352e-01
4.671255946159362793e-01 7.718452811241149902e-02 -5.531321167945861816e-01
5.387355089187622070e-01 5.084291845560073853e-02 -5.443287491798400879e-01
5.446782112121582031e-01 5.214511603116989136e-02 -5.437287688255310059e-01
5.558697581291198730e-01 4.247448593378067017e-02 -5.414228439331054688e-01
5.524708032608032227e-01 4.215345531702041626e-02 -5.413731336593627930e-01
5.600013136863708496e-01 3.526814281940460205e-02 -5.389735698699951172e-01
5.514641404151916504e-01 3.701264411211013794e-02 -5.397711992263793945e-01
5.612022280693054199e-01 3.226508200168609619e-02 -5.366375446319580078e-01
5.998827219009399414e-01 1.112458854913711548e-02 -5.502494573593139648e-01
5.858066678047180176e-01 5.727637559175491333e-03 -6.022884845733642578e-01
5.845395922660827637e-01 5.440536886453628540e-03 -6.043495535850524902e-01
5.740082263946533203e-01 -1.530563645064830780e-02 -5.175454616546630859e-01
5.833025574684143066e-01 -1.967869512736797333e-02 -5.169094204902648926e-01
5.838690996170043945e-01 -2.185858786106109619e-02 -5.211616754531860352e-01
5.841023325920104980e-01 -2.019241452217102051e-02 -5.146860480308532715e-01
5.845656394958496094e-01 -2.437759935855865479e-02 -5.176969766616821289e-01
5.856866240501403809e-01 -2.331337332725524902e-02 -5.171745419502258301e-01
5.875814557075500488e-01 -2.460636198520660400e-02 -5.171380043029785156e-01
5.880274772644042969e-01 -2.211211621761322021e-02 -5.165805220603942871e-01
5.880382657051086426e-01 -2.174504101276397705e-02 -5.169869065284729004e-01
5.898111462593078613e-01 -2.564267814159393311e-02 -4.886406064033508301e-01
5.883180499076843262e-01 -3.623428940773010254e-02 -4.777776598930358887e-01
5.944410562515258789e-01 -3.657315671443939209e-02 -4.822417795658111572e-01
6.006334424018859863e-01 -4.316671192646026611e-02 -4.775477945804595947e-01
5.846185088157653809e-01 -9.520112536847591400e-03 -4.885396063327789307e-01
5.885742902755737305e-01 -2.899642288684844971e-02 -4.789078831672668457e-01
5.795152783393859863e-01 -9.655430912971496582e-03 -4.896619915962219238e-01
5.815719962120056152e-01 -2.027681469917297363e-02 -4.943391680717468262e-01
5.805178880691528320e-01 -5.104780197143554688e-03 -4.916140139102935791e-01
5.785302519798278809e-01 -1.585796475410461426e-03 -4.933838546276092529e-01
5.781880617141723633e-01 -2.386436099186539650e-03 -4.878939390182495117e-01
5.776686072349548340e-01 1.199493557214736938e-02 -4.961557984352111816e-01
5.766344666481018066e-01 2.588882809504866600e-03 -4.943402111530303955e-01
5.771091580390930176e-01 2.504199743270874023e-03 -4.938639402389526367e-01
5.773036479949951172e-01 -1.524388790130615234e-04 -4.935508370399475098e-01
5.781278610229492188e-01 -2.053369581699371338e-02 -4.791525304317474365e-01
5.816514492034912109e-01 -1.039551198482513428e-02 -4.817331731319427490e-01
5.817651748657226562e-01 -1.303732395172119141e-02 -4.845256209373474121e-01
5.795870423316955566e-01 -2.124935388565063477e-03 -4.850038290023803711e-01
5.764538645744323730e-01 1.924932003021240234e-03 -4.930280148983001709e-01
5.743705630302429199e-01 2.260029315948486328e-03 -4.974995255470275879e-01
5.737340450286865234e-01 2.543866634368896484e-03 -4.969593882560729980e-01
5.749012231826782227e-01 1.672521233558654785e-03 -4.907746315002441406e-01
5.790619254112243652e-01 -2.361625432968139648e-03 -4.878293275833129883e-01
5.792600512504577637e-01 -1.653775572776794434e-03 -4.793160557746887207e-01
5.834594368934631348e-01 -3.361270064488053322e-03 -4.701166450977325439e-01
5.853835344314575195e-01 -4.673883318901062012e-03 -4.645101130008697510e-01
5.858188271522521973e-01 -3.080055350437760353e-03 -4.629977047443389893e-01
5.882862210273742676e-01 -5.544037092477083206e-03 -4.600613415241241455e-01
5.957895517349243164e-01 -1.702299714088439941e-02 -4.587439894676208496e-01
6.125563979148864746e-01 -4.094776511192321777e-02 -4.610698223114013672e-01
6.145220398902893066e-01 -4.439185559749603271e-02 -4.641217887401580811e-01
6.164386272430419922e-01 -5.241322144865989685e-02 -4.638136327266693115e-01
6.199303269386291504e-01 -6.200309097766876221e-02 -4.634971320629119873e-01
6.221775412559509277e-01 -6.491020321846008301e-02 -4.649223387241363525e-01
6.251721382141113281e-01 -7.080635428428649902e-02 -4.652810692787170410e-01
6.273151040077209473e-01 -7.529324293136596680e-02 -4.661725461483001709e-01
6.279820203781127930e-01 -7.976103574037551880e-02 -4.646576642990112305e-01
6.321333050727844238e-01 -8.423450589179992676e-02 -4.680748283863067627e-01
6.323319077491760254e-01 -8.511877804994583130e-02 -4.748212099075317383e-01
6.311541795730590820e-01 -9.676232933998107910e-02 -4.713201224803924561e-01
6.340537071228027344e-01 -9.645451605319976807e-02 -4.711476266384124756e-01
6.351733803749084473e-01 -8.997136354446411133e-02 -4.712889492511749268e-01
6.351195573806762695e-01 -8.993104100227355957e-02 -4.722588062286376953e-01
6.350848674774169922e-01 -9.006716310977935791e-02 -4.721088707447052002e-01
6.348177194595336914e-01 -9.067356586456298828e-02 -4.720782935619354248e-01
6.341809630393981934e-01 -8.989526331424713135e-02 -4.721376299858093262e-01
6.322833299636840820e-01 -8.400264382362365723e-02 -4.713011980056762695e-01
6.320815086364746094e-01 -8.367772400379180908e-02 -4.705788493156433105e-01
6.308948993682861328e-01 -8.176700770854949951e-02 -4.705869257450103760e-01
6.266249418258666992e-01 -7.035225629806518555e-02 -4.687071144580841064e-01
6.260340213775634766e-01 -6.998936831951141357e-02 -4.657559692859649658e-01
6.254933476448059082e-01 -7.337024807929992676e-02 -4.603723883628845215e-01
6.262960433959960938e-01 -7.704485952854156494e-02 -4.594971835613250732e-01
6.294962167739868164e-01 -7.770907878875732422e-02 -4.592093229293823242e-01
6.310422420501708984e-01 -7.824645936489105225e-02 -4.618612229824066162e-01
6.315650343894958496e-01 -7.541762292385101318e-02 -4.694269895553588867e-01
6.290508508682250977e-01 -7.194371521472930908e-02 -4.729624688625335693e-01
6.231234073638916016e-01 -6.827571988105773926e-02 -4.734752476215362549e-01
6.192124485969543457e-01 -6.429879367351531982e-02 -4.726836383342742920e-01
6.088632345199584961e-01 -1.239427775144577026e-01 -4.473645687103271484e-01
6.089056134223937988e-01 -1.220572739839553833e-01 -4.473886191844940186e-01
6.083960533142089844e-01 -1.222826093435287476e-01 -4.568352401256561279e-01
6.064642667770385742e-01 -1.184189170598983765e-01 -4.674104452133178711e-01
6.059749126434326172e-01 -1.109995394945144653e-01 -4.795275330543518066e-01
5.968434214591979980e-01 -1.093506664037704468e-01 -4.854079186916351318e-01
5.940830111503601074e-01 -1.125531941652297974e-01 -4.857666194438934326e-01
5.934900045394897461e-01 -1.211628019809722900e-01 -4.822187125682830811e-01
6.173503994941711426e-01 -1.091161370277404785e-01 -5.102859735488891602e-01
6.497582793235778809e-01 -5.669505894184112549e-02 -5.251414775848388672e-01
5.226464271545410156e-01 4.428327828645706177e-02 -4.578855931758880615e-01
5.141458511352539062e-01 4.985459148883819580e-02 -4.344414770603179932e-01
5.323637723922729492e-01 4.230769723653793335e-02 -4.177266359329223633e-01
5.550286769866943359e-01 3.509815782308578491e-02 -4.048730134963989258e-01
5.629914999008178711e-01 2.689215540885925293e-02 -3.863816261291503906e-01
5.629189610481262207e-01 2.880190312862396240e-02 -3.629207909107208252e-01
5.617593526840209961e-01 3.115562349557876587e-02 -3.594814538955688477e-01
5.616059303283691406e-01 3.144663572311401367e-02 -3.573275804519653320e-01
5.612184405326843262e-01 2.763755619525909424e-02 -3.538423180580139160e-01
5.610279440879821777e-01 2.164525538682937622e-02 -3.549843430519104004e-01
5.623352527618408203e-01 1.239036023616790771e-02 -3.580244779586791992e-01
5.619503259658813477e-01 1.182410120964050293e-02 -3.671247959136962891e-01
5.611517429351806641e-01 1.431161072105169296e-02 -3.684417903423309326e-01
5.602229833602905273e-01 2.007293701171875000e-02 -3.691370487213134766e-01
5.624881386756896973e-01 4.079303145408630371e-02 -3.710283041000366211e-01
5.598349571228027344e-01 4.730659723281860352e-02 -3.705190718173980713e-01
5.577386617660522461e-01 4.967284947633743286e-02 -3.655923902988433838e-01
5.564177036285400391e-01 5.040218681097030640e-02 -3.580014705657958984e-01
5.561454296112060547e-01 4.760367423295974731e-02 -3.537619113922119141e-01
5.488022565841674805e-01 6.099573522806167603e-02 -3.552217483520507812e-01
5.497720241546630859e-01 7.428094744682312012e-02 -3.268206119537353516e-01
5.585469603538513184e-01 7.962213456630706787e-02 -3.270347714424133301e-01
5.602204799652099609e-01 7.325223088264465332e-02 -3.263644874095916748e-01
5.687445998191833496e-01 7.276631891727447510e-02 -3.241394162178039551e-01
5.908755660057067871e-01 7.484893500804901123e-02 -3.080658912658691406e-01
6.045072674751281738e-01 8.062359690666198730e-02 -3.088962137699127197e-01
6.078478097915649414e-01 9.814828634262084961e-02 -3.252720832824707031e-01
6.076779365539550781e-01 1.056187301874160767e-01 -3.259266316890716553e-01
6.074866652488708496e-01 1.086609214544296265e-01 -3.252164125442504883e-01
6.075204014778137207e-01 1.097735688090324402e-01 -3.224083483219146729e-01
6.006444692611694336e-01 1.273167431354522705e-01 -3.213218450546264648e-01
5.950440168380737305e-01 1.345193535089492798e-01 -3.235399425029754639e-01
5.936876535415649414e-01 1.373785585165023804e-01 -3.268387913703918457e-01
5.922450423240661621e-01 1.395059227943420410e-01 -3.303248584270477295e-01
5.891355276107788086e-01 1.410805135965347290e-01 -3.358770310878753662e-01
5.881413817405700684e-01 1.428192853927612305e-01 -3.396750688552856445e-01
5.870938301086425781e-01 1.424026191234588623e-01 -3.416146039962768555e-01
5.872613787651062012e-01 1.415553390979766846e-01 -3.426940143108367920e-01
5.875102877616882324e-01 1.419968158006668091e-01 -3.430348634719848633e-01
5.866934657096862793e-01 1.418487876653671265e-01 -3.435986936092376709e-01
5.876311063766479492e-01 1.383094489574432373e-01 -3.478305041790008545e-01
5.885103344917297363e-01 1.374635249376296997e-01 -3.516022562980651855e-01
5.885524749755859375e-01 1.367373764514923096e-01 -3.535541296005249023e-01
5.891702175140380859e-01 1.362946182489395142e-01 -3.556776642799377441e-01
5.891631841659545898e-01 1.360690444707870483e-01 -3.576732873916625977e-01
5.889455676078796387e-01 1.359659433364868164e-01 -3.589480221271514893e-01
5.888582468032836914e-01 1.356115490198135376e-01 -3.591423928737640381e-01
5.889019370079040527e-01 1.355445384979248047e-01 -3.593823909759521484e-01
5.888409018516540527e-01 1.356216967105865479e-01 -3.590865731239318848e-01
5.887498855590820312e-01 1.353621482849121094e-01 -3.583348989486694336e-01
5.904462337493896484e-01 1.327205151319503784e-01 -3.582590818405151367e-01
5.906778573989868164e-01 1.319623291492462158e-01 -3.582052886486053467e-01
5.915032029151916504e-01 1.309625804424285889e-01 -3.610463738441467285e-01
5.922756195068359375e-01 1.293844878673553467e-01 -3.617542684078216553e-01
5.936719179153442383e-01 1.269261091947555542e-01 -3.617201745510101318e-01
5.945408940315246582e-01 1.255327016115188599e-01 -3.603239059448242188e-01
5.948337316513061523e-01 1.257276237010955811e-01 -3.596595525741577148e-01
5.950473546981811523e-01 1.262220293283462524e-01 -3.589961230754852295e-01
5.948501825332641602e-01 1.266411989927291870e-01 -3.588425517082214355e-01
5.947951674461364746e-01 1.267815232276916504e-01 -3.584423959255218506e-01
5.946754217147827148e-01 1.265067905187606812e-01 -3.587218523025512695e-01
5.946587920188903809e-01 1.261700391769409180e-01 -3.589675128459930420e-01
5.952255129814147949e-01 1.258792430162429810e-01 -3.590075373649597168e-01
5.955581068992614746e-01 1.251595318317413330e-01 -3.596149086952209473e-01
5.956422090530395508e-01 1.249456405639648438e-01 -3.603205978870391846e-01
5.957198739051818848e-01 1.247889399528503418e-01 -3.613348007202148438e-01
5.957441926002502441e-01 1.243960857391357422e-01 -3.614967465400695801e-01
5.938936471939086914e-01 1.257306039333343506e-01 -3.470114469528198242e-01
3.741820752620697021e-01 -1.510957628488540649e-01 -4.141318202018737793e-01
4.748228192329406738e-01 1.015846878290176392e-01 -2.889628410339355469e-01
3.999365568161010742e-01 1.805875003337860107e-01 -2.072653472423553467e-01
3.971605598926544189e-01 1.834005713462829590e-01 -2.044997960329055786e-01
3.968822956085205078e-01 2.079306244850158691e-01 -1.869603097438812256e-01
3.490108549594879150e-01 1.709186434745788574e-01 -1.489716619253158569e-01
3.853649795055389404e-01 1.837396472692489624e-01 -1.765772551298141479e-01
3.723903596401214600e-01 1.884666085243225098e-01 -1.621450781822204590e-01
3.792123198509216309e-01 2.056410610675811768e-01 -1.719752252101898193e-01
3.801131546497344971e-01 2.065291255712509155e-01 -1.572128683328628540e-01
3.873868584632873535e-01 2.165950834751129150e-01 -1.661040633916854858e-01
3.897302746772766113e-01 2.116663753986358643e-01 -1.664769798517227173e-01
3.913908302783966064e-01 2.060177624225616455e-01 -1.594907641410827637e-01
3.914957642555236816e-01 2.049024403095245361e-01 -1.555295437574386597e-01
3.935663998126983643e-01 2.045966386795043945e-01 -1.592614650726318359e-01
3.946315646171569824e-01 2.055820971727371216e-01 -1.598211973905563354e-01
3.949090242385864258e-01 2.061172723770141602e-01 -1.585394591093063354e-01
3.955080509185791016e-01 2.072496116161346436e-01 -1.593275368213653564e-01
3.977108597755432129e-01 2.091093212366104126e-01 -1.626577228307723999e-01
3.979091942310333252e-01 2.087739109992980957e-01 -1.616949141025543213e-01
3.981342017650604248e-01 2.067646384239196777e-01 -1.613891124725341797e-01
3.974876403808593750e-01 2.061794698238372803e-01 -1.603485643863677979e-01
4.263454973697662354e-01 1.935373097658157349e-01 -1.594289392232894897e-01
4.319604635238647461e-01 1.920477896928787231e-01 -1.627891063690185547e-01
4.583850800991058350e-01 1.901512145996093750e-01 -1.777040809392929077e-01
4.740227162837982178e-01 1.896872371435165405e-01 -1.906628906726837158e-01
4.957680702209472656e-01 1.792916953563690186e-01 -2.153292596340179443e-01
5.085449218750000000e-01 1.641919761896133423e-01 -2.377962619066238403e-01
5.060265660285949707e-01 1.608270257711410522e-01 -2.467758953571319580e-01
5.273166298866271973e-01 1.383475363254547119e-01 -2.798338532447814941e-01
5.324131846427917480e-01 1.360407471656799316e-01 -2.995072007179260254e-01
5.305662155151367188e-01 1.286397725343704224e-01 -3.026717603206634521e-01
5.271841287612915039e-01 1.054421439766883850e-01 -3.125870823860168457e-01
5.223009586334228516e-01 9.799504280090332031e-02 -3.173284232616424561e-01
5.137054920196533203e-01 8.123876154422760010e-02 -3.265859186649322510e-01
5.112233161926269531e-01 6.046805530786514282e-02 -3.379036486148834229e-01
5.067951679229736328e-01 4.439126700162887573e-02 -3.598148524761199951e-01
4.979189038276672363e-01 3.336221724748611450e-02 -3.716321587562561035e-01
4.857371151447296143e-01 3.796024620532989502e-02 -3.683113455772399902e-01
4.725226461887359619e-01 3.650327026844024658e-02 -3.630304336547851562e-01
4.690870642662048340e-01 2.444804459810256958e-02 -3.587813377380371094e-01
4.650976955890655518e-01 2.476392686367034912e-02 -3.585993647575378418e-01
5.391949415206909180e-01 4.379809647798538208e-02 -3.897758126258850098e-01
5.030038356781005859e-01 5.395992845296859741e-02 -3.671808242797851562e-01
4.904642701148986816e-01 2.729430049657821655e-02 -3.523301780223846436e-01
4.680022299289703369e-01 -1.049327850341796875e-02 -3.082835972309112549e-01
4.620264768600463867e-01 -1.756407320499420166e-02 -3.146242499351501465e-01
4.519106149673461914e-01 -2.256269752979278564e-02 -3.126136660575866699e-01
4.502584636211395264e-01 -1.632870733737945557e-02 -3.064754307270050049e-01
4.522526860237121582e-01 -5.570396780967712402e-03 -3.103645145893096924e-01
4.559429585933685303e-01 -1.210972666740417480e-03 -3.152025341987609863e-01
3.824891448020935059e-01 -7.451176643371582031e-04 -3.322510421276092529e-01
5.094273090362548828e-01 -2.426366508007049561e-02 -4.112311005592346191e-01
5.407171249389648438e-01 -3.243087232112884521e-02 -3.974578678607940674e-01
5.828269124031066895e-01 -3.839837387204170227e-02 -3.982750475406646729e-01
5.753543972969055176e-01 -1.456529274582862854e-02 -4.103953242301940918e-01
5.501011013984680176e-01 1.784386113286018372e-03 -4.356898665428161621e-01
5.500628948211669922e-01 -2.340811118483543396e-02 -4.494268596172332764e-01
5.537015199661254883e-01 -2.414997853338718414e-02 -4.556590616703033447e-01
5.546334385871887207e-01 -2.387037314474582672e-02 -4.590982198715209961e-01
5.557332634925842285e-01 -2.397533692419528961e-02 -4.604628384113311768e-01
5.561193227767944336e-01 -2.389439381659030914e-02 -4.617760181427001953e-01
5.584800839424133301e-01 -2.308648638427257538e-02 -4.701035618782043457e-01
5.591908693313598633e-01 -2.285637520253658295e-02 -4.713338017463684082e-01
5.595367550849914551e-01 -2.220495603978633881e-02 -4.743923246860504150e-01
5.597252845764160156e-01 -2.148349396884441376e-02 -4.759112298488616943e-01
5.600357651710510254e-01 -2.272528596222400665e-02 -4.747284650802612305e-01
5.613785386085510254e-01 -2.219890989363193512e-02 -4.744556248188018799e-01
5.625664591789245605e-01 -2.171469666063785553e-02 -4.791303277015686035e-01
5.627319812774658203e-01 -2.184944413602352142e-02 -4.791203737258911133e-01
5.628847479820251465e-01 -2.169664762914180756e-02 -4.813301563262939453e-01
5.646898150444030762e-01 -2.193625457584857941e-02 -4.807129800319671631e-01
5.655322074890136719e-01 -2.211237512528896332e-02 -4.798991084098815918e-01
5.660441517829895020e-01 -2.216822095215320587e-02 -4.792246222496032715e-01
5.660830140113830566e-01 -2.345088310539722443e-02 -4.814278781414031982e-01
